"GEOID","year","population","male","female","male_ratio","norm_age_0_19","norm_age_20_69","norm_age_70_plus","race_diversity","unemployment_rate","median_income","mean_income","PercFamiliesBelowPovertyline","HU_occupied_perc","rent_rate","HU_avg_HHsize_owner","HU_avg_HHsize_renter","YB_before_1979_pct","YB_1980_2019_pct","dummy_BY_thredhold50perc"
6037194300,2013,3700,2089,1611,56.4594594594595,18.3,71.1,10.6,29.7047918188459,14.3,137381,263611,3.7,84.2,21.5941209723007,2.3,3.03,83.5235378031384,16.4764621968616,0
6037122420,2013,5029,2444,2585,48.5981308411215,32.6,61.9,5.5,57.0004690630889,13,35098,52321,22.8,96.8,65.4949784791965,3.87,3.64,92.8985507246377,7.10144927536232,0
6037128220,2013,2905,1465,1440,50.4302925989673,22,73.4,4.4,61.1110169717473,11.6,46127,63620,19.5,93.9,64.9253731343284,2.53,2.58,83.2225913621262,16.7774086378738,0
6037189903,2013,2060,1075,985,52.1844660194175,4.9,88.5,6.7,31.9774248279763,8.6,44844,69855,0,86.6,70.495919648462,1.43,1.51,68.473231989425,31.526768010575,0
6037194101,2013,2944,1662,1282,56.4538043478261,16.6,74.7,8.8,40.4247262302103,16.2,72276,111350,16.1,85.1,62.1926229508197,2.09,1.66,85.5303494788473,14.4696505211527,0
6037111205,2013,3863,2030,1833,52.549831736992,23,69.2,7.6,67.1487845184764,11.8,69469,88276,8.8,94.8,40.5523255813954,2.95,2.96,71.3639788997739,28.6360211002261,0
6037265602,2013,3066,1585,1481,51.6960208741031,11.1,63.5,25.6,30.7920678748762,5.6,89884,186501,10.2,89,34.9444444444444,2,1.78,46.0481099656357,53.9518900343643,1
6037115403,2013,3536,1865,1671,52.7432126696833,28.2,66.4,5.4,64.9447313732315,12.3,43227,60400,18.7,97,73.9171374764595,3.11,3.52,80.9248554913295,19.0751445086705,0
6037297201,2013,3330,1606,1724,48.2282282282282,25.4,69.4,5.2,52.9023257491726,14.3,40104,56729,25.1,86.9,59.6455351056578,2.59,2.54,81.799591002045,18.200408997955,0
6037125502,2013,3030,1610,1420,53.1353135313531,12,81.3,6.6,49.1527410166759,10.5,53548,65704,15.9,89.1,72.4417975094748,2.06,1.79,60.6655755591926,39.3344244408074,0
6037127103,2013,3054,1700,1354,55.6647020301244,27.8,68.1,4.1,54.8112580835937,13.1,38438,47336,20.6,93.2,75.8318739054291,2.84,2.88,73.2484076433121,26.7515923566879,0
6037127603,2013,3024,1468,1556,48.5449735449735,36.4,62.7,0.8,59.646177143697,16.7,52635,53852,23.1,92.1,71.0441334768568,3.89,3.42,87.4066168623266,12.5933831376734,0
6037127711,2013,3621,1891,1730,52.223142778238,25,70.1,4.9,62.3422651672663,7,58207,82815,11.8,95.9,62.5740897544454,2.94,3.33,70.9923664122137,29.0076335877863,0
6037127803,2013,3737,1639,2098,43.8587101953439,23,68.3,8.6,65.3066067442506,15.1,35395,59267,10.9,94.6,69.5778748180495,3.28,2.67,56.4912280701754,43.5087719298246,0
6037127806,2013,3540,1991,1549,56.2429378531073,23.8,73.1,3.1,54.0437294519455,17.3,33382,44729,24.3,95.2,72.2967640094712,3.99,2.6,54.3697478991597,45.6302521008403,0
6037128101,2013,3447,1678,1769,48.6800116042936,25.5,69.2,5.4,49.911322425735,13,47206,80759,8.7,97.7,60.4084838963079,2.8,2.75,74.8811410459588,25.1188589540412,0
6037128601,2013,4048,1959,2089,48.3942687747036,30.8,66.5,2.7,53.0338995297536,12.5,33687,53819,34.6,93,76.905311778291,2.16,2.58,63.98753894081,36.01246105919,0
6037128602,2013,2885,1352,1533,46.8630849220104,21.3,70,8.8,24.053633056898,9.3,82929,97120,7.5,92.1,37.7371749824315,2.35,1.93,92.8776978417266,7.12230215827338,0
6037128802,2013,4712,2264,2448,48.0475382003396,21.8,67.9,10.3,29.7511447130615,6.1,76281,85649,1.2,97.6,65.2153774895785,2.59,2.06,66.8329177057357,33.1670822942643,0
6037131702,2013,3503,1860,1643,53.0973451327434,28.6,64,7.4,63.5366985714052,9.1,56652,62671,13.3,88.9,37.9807692307692,3.26,3.03,76.4915405164737,23.5084594835263,0
6037132002,2013,3284,1788,1496,54.4457978075518,27.4,59.5,13,63.9508575887817,11.9,82500,87159,6.2,93.4,28.0465949820789,2.77,3.97,85.521582733813,14.478417266187,0
6037132101,2013,4122,2050,2072,49.7331392527899,25.2,69,5.9,61.0711014212092,13.2,57270,70777,9.9,98,50.1601537475977,2.79,2.61,68.7136393018746,31.2863606981254,0
6037273502,2013,2860,1561,1299,54.5804195804196,5.4,90.5,4,37.9165240354052,12.7,60714,83352,12.7,94.2,78.0061664953751,1.52,1.55,84.4765342960289,15.5234657039711,0
6037273902,2013,3852,2188,1664,56.8016614745587,9.3,85.3,5.4,27.6974834181431,11,90379,145844,1.5,86.2,53.6595067621321,2.03,1.57,65.2570879384911,34.7429120615089,0
6037275102,2013,4225,2248,1977,53.207100591716,27.3,68.8,3.9,58.40121564371,6.9,55458,87537,4.4,95,63.8563049853372,3.16,3.3,86.9072894550602,13.0927105449398,0
6037275603,2013,2893,1302,1591,45.0051849291393,18.2,73.3,8.6,49.6408544935276,14.2,59091,79981,10,98.5,49.8338870431894,2.94,1.95,91.5397631133672,8.46023688663283,0
6037231720,2013,4780,2381,2399,49.8117154811715,32.2,61.6,6.2,49.4537648150418,14.5,27627,33517,37,90.1,66.580310880829,3.21,3.52,72.5721784776903,27.4278215223097,0
6037212410,2013,4160,2274,1886,54.6634615384615,22.8,73.2,4.1,68.7081060465976,13.9,34654,42299,31.3,89.8,85.3438556933484,2.41,2.62,67.4821002386635,32.5178997613365,0
6037127102,2013,5687,2659,3028,46.7557587480218,34.2,63.1,2.6,61.7948400111323,15.5,33488,46828,25.1,98.8,68.3495145631068,3.53,3.78,79.0683605565638,20.9316394434362,0
6037262200,2013,4550,2263,2287,49.7362637362637,22.1,60.7,17.1,32.4889361188262,7.6,201597,256874,0.3,90.6,19.1598360655738,2.71,1.67,79.5859689476711,20.4140310523289,0
6037297110,2013,5024,2465,2559,49.0644904458599,32.2,62,5.6,54.5415445352753,20.4,31404,42987,35.1,91.4,77.5410833840536,3.41,2.98,75.0320924261874,24.9679075738126,0
6037702102,2013,6654,2789,3865,41.9146378118425,12.5,80,7.7,33.5970761037495,12.7,88885,108192,5,92.2,71.0952848722986,2.23,1.63,76.5297797117215,23.4702202882785,0
6037531101,2013,4547,2302,2245,50.6267868924566,28.3,67,4.8,55.3041084131241,16,39444,45841,16,98.5,66.955153422502,3.86,3.5,90.9750201450443,9.02497985495568,0
6037117302,2013,5107,2489,2618,48.7370276091639,23.7,67,9.1,53.347810545342,9.1,76042,95104,2.1,92.8,22.228538942581,3.03,3.31,91.3773148148148,8.62268518518519,0
6037117303,2013,3603,1859,1744,51.5958923119623,22.2,68.9,8.8,60.0176757750137,16.7,65852,88667,2.1,99.2,20.2830188679245,3.11,4.28,88.8465204957102,11.1534795042898,0
6037117520,2013,3633,1725,1908,47.4814203137903,38.5,58.8,2.6,61.5819949996549,14.1,31698,51781,36.9,90.4,69.1220988900101,3.63,4.07,57.7928363988383,42.2071636011617,0
6037132102,2013,5031,2846,2185,56.5692705227589,24.3,68.7,7.1,57.4390597022373,12.3,52296,62854,18.9,94.1,42.6961014560827,2.75,2.22,72.1561161351737,27.8438838648263,0
6037132501,2013,3387,1565,1822,46.2060820785356,22.4,58.2,19.4,48.6376774148782,12.2,42768,56299,7.1,90.3,43.2263814616756,3.29,2.78,75.6915339480302,24.3084660519698,0
6037132502,2013,3880,1614,2266,41.5979381443299,28,65.8,6.2,61.8000717398236,9.1,44206,54422,15.1,91.2,40.6792452830189,3.28,2.96,77.3626373626374,22.6373626373626,0
6037134002,2013,3711,1758,1953,47.3726758286176,26.8,66.2,7.2,66.210914538779,10,57765,75064,15.4,95.8,51.3157894736842,4.11,3.19,77.9015784586815,22.0984215413185,0
6037134423,2013,3530,1659,1871,46.9971671388102,22.1,64.2,13.7,39.05335890666,6,74896,93081,1.7,100,26.6355140186916,3.12,1.71,75.6360832690825,24.3639167309175,0
6037134904,2013,4641,2592,2049,55.8500323206206,27,64.8,8.1,61.3274756474118,12.5,47257,62163,12.3,98.5,48.0833893745797,3.38,2.9,92.2571219868517,7.74287801314828,0
6037137104,2013,2720,1436,1284,52.7941176470588,21.1,68.3,10.6,36.5989403114187,9.4,80556,107498,4.9,97,12.2838944494995,2.4,3.6,84.3625498007968,15.6374501992032,0
6037139001,2013,4907,2361,2546,48.1149378438965,23.7,68.8,7.6,42.2218788105595,5.9,71146,87302,9.9,90.7,48.0272108843537,2.48,2.42,88.7248322147651,11.2751677852349,0
6037139402,2013,3205,1672,1533,52.1684867394696,25.3,54.5,20.2,10.2869882033971,19.4,89008,141233,15.6,100,11.5264797507788,3.39,2.74,82.5242718446602,17.4757281553398,0
6037980001,2013,0,0,0,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6037980002,2013,0,0,0,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6037980023,2013,9,4,5,44.4444444444444,0,55.6,44.4,49.3827160493827,NA,NA,NA,0,100,0,2.25,NA,NA,NA,NA
6037980028,2013,0,0,0,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6037603102,2013,3908,1747,2161,44.7031729785056,24.3,63.5,12.2,72.3897335754073,15,40256,54154,16.2,95.6,65.24064171123,2.93,2.63,62.7465857359636,37.2534142640364,0
6037670702,2013,5159,2723,2436,52.7815468113976,20.3,57,22.6,29.9700085826635,4.6,155968,192817,2.4,95.7,6.3933626159102,2.63,2.46,87.2340425531915,12.7659574468085,0
6037920303,2013,1295,738,557,56.988416988417,18.1,75.4,6.5,61.9934705803432,2.5,104821,183673,6.5,83.2,40.3174603174603,2.96,1.96,6.43086816720257,93.5691318327974,1
6037269907,2013,2790,1452,1338,52.0430107526882,18.1,80.8,1.1,53.0147351652728,4.1,47500,61872,18,94.1,82.027972027972,1.62,2.13,57.3699421965318,42.6300578034682,0
6037120300,2013,5439,2564,2875,47.14101856959,28.5,64.8,6.7,65.2919587755298,7.7,64348,70505,8.5,93,20.7080828323313,3.69,4.65,98.3691623424759,1.63083765752409,0
6037120400,2013,6883,3369,3514,48.9466802266454,29.1,61.3,9.7,72.8422166060741,19.2,36398,50230,21.4,97.4,69.9558173784978,3.79,3.31,72.9440389294404,27.0559610705596,0
6037121010,2013,4989,2399,2590,48.0857887352175,24.9,68.9,6.4,51.0370841507761,8.8,66194,76881,11.1,97.2,28.1743050338092,3.81,3.95,96.2044926413633,3.79550735863672,0
6037121020,2013,3364,1427,1937,42.4197384066587,28.2,64,8,54.4907010085101,12.1,45428,60141,20.2,90.9,51.1516314779271,3.73,3.4,86.2359550561798,13.7640449438202,0
6037276603,2013,5645,2748,2897,48.6802480070859,5,89,6,54.0734653914318,7.5,80510,92178,1.4,97.6,54.8328267477204,1.61,1.87,46.524064171123,53.475935828877,1
6037276604,2013,4160,2042,2118,49.0865384615385,10.6,81.9,7.7,54.0306837093195,4.8,73985,82214,0,92.5,59.331797235023,1.83,1.61,60.5785837651123,39.4214162348877,0
6037293306,2013,2361,1030,1331,43.6255823803473,29.9,61.8,8.4,47.7481293237329,8.6,75208,86947,9.2,100,28.9637952559301,2.77,3.35,82.9974811083123,17.0025188916877,0
6037121210,2013,2858,1299,1559,45.4513645906228,24.4,65.9,9.7,58.4597468904885,8.8,38427,60290,20.4,97.1,35.0061199510404,3.73,3.05,78.7206266318538,21.2793733681462,0
6037121600,2013,2902,1438,1464,49.552033080634,21.1,70.2,8.6,55.7834588280332,5.1,78939,96425,10.1,91,10.6933019976498,3.8,3.11,87.0327102803738,12.9672897196262,0
6037124000,2013,4682,2266,2416,48.3981204613413,21.6,70.8,7.5,27.4364945885074,12.9,87241,121973,1.8,93,37.291280148423,2.58,1.95,90.5999055266887,9.40009447331129,0
6037124102,2013,3748,1932,1816,51.547491995731,25.9,71.3,2.6,58.0306508544151,8.7,46657,63270,17.3,93.3,70.446491849752,3.13,2.73,82.3788546255507,17.6211453744493,0
6037124201,2013,3474,1853,1621,53.3390903857225,26.9,69.1,3.9,66.9418252673284,11.5,58779,67440,2.6,93.4,43.455497382199,3.48,2.98,68.624014022787,31.375985977213,0
6037124300,2013,3944,1793,2151,45.4614604462475,26.6,66.9,6.7,43.6032574707158,16.7,51453,56282,12.8,89.5,64.097073518915,3.62,2.88,87.3913043478261,12.6086956521739,0
6037124400,2013,4100,1956,2144,47.7073170731707,26.5,64.3,9.1,26.6575490779298,6.6,55037,83993,13.6,92.8,50.7220216606498,2.51,2.7,88.8446215139442,11.1553784860558,0
6037124600,2013,3319,1606,1713,48.3880686953902,20.1,73.1,6.6,40.1061533560868,10.3,74881,99222,5.1,99,47.8321678321678,2.56,2.1,96.0769230769231,3.92307692307692,0
6037141102,2013,3047,1454,1593,47.7190679356744,20.1,74.2,5.6,37.7204993984948,7.4,76607,120345,5.1,93.2,47.6912474155755,2.61,1.9,67.7827380952381,32.2172619047619,0
6037141201,2013,3765,1820,1945,48.339973439575,19.2,74.1,6.5,35.8517766031932,13.1,55457,74064,12.3,94.8,79.7290516808831,2.95,1.81,61.0657705232837,38.9342294767163,0
6037141202,2013,2758,1228,1530,44.525018129079,18.7,73,8.2,25.4193089021535,10.2,74167,137336,0,85.4,55.6728232189974,2.82,1.77,71.6546762589928,28.3453237410072,0
6037141304,2013,3138,1535,1603,48.9165073295092,20.3,68.8,10.8,35.0433693603888,4.9,51460,97024,1.2,94.6,54.4191919191919,2.44,1.84,72.0845481049563,27.9154518950437,0
6037143603,2013,2223,1098,1125,49.3927125506073,10,85.6,4.3,45.6233030989761,13.5,74849,88579,0,96.1,66.0135644310475,2.02,1.62,72.4368499257058,27.5631500742942,0
6037183221,2013,3327,1621,1706,48.7225728884881,34.4,60.9,4.7,43.9065242897483,10,57372,70840,13.5,95.6,51.1649580615098,2.56,3.63,83.8122605363985,16.1877394636015,0
6037183222,2013,3267,1480,1787,45.3014998469544,22.3,63.1,14.6,58.7529673374346,12.2,44300,66905,15.2,93.2,42.7083333333333,3.45,1.61,87.7627627627628,12.2372372372372,0
6037183401,2013,2811,1516,1295,53.9309854144433,19.6,73.7,6.8,71.0363476513534,11.1,61587,74938,10.2,92.7,42.1658986175115,3.82,3.05,89.2344497607656,10.7655502392345,0
6037121900,2013,4210,2018,2192,47.9334916864608,24.5,68,7.6,56.998042213709,8.1,64205,65067,6.2,86.9,31.3223140495868,4.29,3.46,92.0282542885974,7.97174571140262,0
6037122000,2013,5595,2835,2760,50.6702412868633,24,64.8,11,62.2004869980777,22.4,51490,67053,10.5,94.5,27.3422562141491,3.73,3.8,87.1811224489796,12.8188775510204,0
6037122120,2013,4956,2443,2513,49.2937853107345,34.9,56.5,8.6,39.6648049241721,14,48242,57768,18.3,98.6,45.9174714661984,4.47,4.33,75.5985267034991,24.4014732965009,0
6037122200,2013,4230,2197,2033,51.9385342789598,33.1,61.7,5,30.5938668410375,18.1,42500,57291,20.4,95.1,50.880829015544,4.87,4.37,91.123595505618,8.87640449438202,0
6037123020,2013,3395,1809,1586,53.2842415316642,30.5,63.7,5.8,46.7707470702172,15.8,48167,62231,16.7,98,39.2947103274559,4.65,3.94,92.057761732852,7.94223826714801,0
6037123103,2013,4587,2192,2395,47.787224765642,28.2,66,5.7,60.0547732335566,11.4,47346,59377,8.5,96,54.7122074636306,2.96,3.06,65.053050397878,34.946949602122,0
6037980005,2013,0,0,0,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6037609900,2013,2080,1006,1074,48.3653846153846,22.5,64,13.6,36.1317030325444,11.8,60104,73191,0.9,96.4,40.2962962962963,2.64,3.11,91.0652920962199,8.93470790378007,0
6037620101,2013,5462,2776,2686,50.8238740388136,27.7,66.3,6.3,33.7133788509299,6.1,90357,101274,4.1,95,45.5869373345102,2.76,2.3,78.6761229314421,21.3238770685579,0
6037620102,2013,3822,2003,1819,52.407116692831,27.1,67.8,5,37.0678336141444,7.1,80655,109286,0,92.9,69.0793283149971,2.68,2.27,71.6459197786999,28.3540802213001,0
6037600100,2013,6890,3056,3834,44.3541364296081,41.4,54.1,4.5,70.4777795800059,18.7,23750,34697,43.5,90.9,72.4279835390947,4.51,3.19,85.6422018348624,14.3577981651376,0
6037600201,2013,4652,2551,2101,54.8366294067068,34.2,60.4,5.6,67.2767988176574,12.6,35769,49653,32.7,88.6,62.8935532233883,5.4,3.32,94.0082644628099,5.99173553719008,0
6037600202,2013,6694,3246,3448,48.491186136839,32.8,60.3,6.9,59.6891347209337,17.4,27018,34839,30.5,92.2,71.1326575583958,3.73,3.01,75.2839618355293,24.7160381644707,0
6037600400,2013,3953,1753,2200,44.3460662787756,20.5,67.6,11.8,23.7045210389801,17.2,44102,59985,12.9,96.7,41.2667946257198,2.48,2.72,96.4332036316472,3.56679636835279,0
6037535101,2013,7352,3469,3883,47.1844396082699,33.6,61.5,4.8,64.4561420075045,12,36973,49797,23.5,98.4,58.262831359278,4.63,3.91,81.3587871982033,18.6412128017967,0
6037535200,2013,5825,2920,2905,50.1287553648069,36.7,59.7,3.4,59.2310751717659,14.5,34899,45090,22.6,94,52.8189910979229,5.02,4.25,78.773204196933,21.226795803067,0
6037535400,2013,3720,1874,1846,50.3763440860215,39.1,58.2,2.9,42.5920626662042,17.3,33125,42665,36.7,94.6,55.3763440860215,5.58,5.03,86.1219195849546,13.8780804150454,0
6037600702,2013,4161,1891,2270,45.4458062965633,26.8,65.8,7.5,40.6453627690689,13,79740,88137,9.9,93.3,24.9640287769784,2.83,3.14,73.7517831669044,26.2482168330956,0
6037600801,2013,3010,1258,1752,41.7940199335548,19.9,68.2,12,24.7000584982506,22.3,59426,84253,8.9,93.3,23.6542835481425,2.39,2.6,93.6688311688312,6.33116883116883,0
6037600802,2013,2640,1300,1340,49.2424242424242,24,63.2,12.7,25.2520087235996,19.4,50000,81465,7.6,92.1,43.0633520449078,2.42,2.12,95.2972493345164,4.70275066548358,0
6037600911,2013,3415,1708,1707,50.0146412884334,25.9,68.5,5.3,67.5216092983972,10.6,50931,60922,15.2,93,49.5719178082192,3.16,3.13,93.7722419928826,6.22775800711744,0
6037535607,2013,4343,2153,2190,49.5740271701589,26.3,67.2,6.4,51.1608078381694,12.5,48295,55204,12.4,91,35.9276018099548,4.35,4.27,87.8759398496241,12.1240601503759,0
6037600912,2013,5425,2848,2577,52.4976958525346,33.2,62.4,4.3,66.3828172184587,12.1,44511,53208,14.8,95.7,43.5881238155401,3.95,3.14,86.3856254319281,13.6143745680719,0
6037601301,2013,1868,834,1034,44.6466809421842,24.5,64.2,11.3,53.0151108033876,7.6,63281,90225,5.1,94.9,32.1473951715375,2.99,1.48,96.1800818553888,3.81991814461119,0
6037601302,2013,7134,3122,4012,43.762265208859,30.4,63.6,6.1,47.5382774331789,9.3,46940,60906,14.6,92.8,71.0417330359987,2.04,2.57,82.7906976744186,17.2093023255814,0
6037601401,2013,4801,2523,2278,52.55155176005,25.6,69.3,4.9,66.6610150865518,14.5,42414,53474,13.5,94.4,65.4872749844817,2.87,2.84,61.2847222222222,38.7152777777778,0
6037540300,2013,5177,2579,2598,49.8164960401777,39.5,56.7,3.8,55.8354177138007,14.7,42020,50280,18.9,95.5,44.9586776859504,4.73,4.19,96.3310580204778,3.66894197952218,0
6037540400,2013,2462,1223,1239,49.6750609260764,42.7,54.6,2.6,59.350016266751,13.2,39744,42912,32.3,98.5,53.4591194968553,5.24,5.24,50.2262443438914,49.7737556561086,0
6037540700,2013,3078,1480,1598,48.0831708901884,37.5,60.9,1.8,67.2103814996785,21.5,38690,50408,20.5,90.1,52.2167487684729,4.82,3.51,96.958174904943,3.04182509505703,0
6037540800,2013,5667,2519,3148,44.4503264513852,32.1,60,8,48.4879707975948,13.9,44931,56714,12.4,89.1,33.4242093784079,3.53,3.35,92.9568106312292,7.04318936877076,0
6037540901,2013,4290,1900,2390,44.2890442890443,31.1,58.9,10,67.1584809906488,15.9,43714,51671,18,91.3,38.4430176565008,3.47,3.67,82.2240943555181,17.7759056444819,0
6037540902,2013,4897,2333,2564,47.6414131100674,29.3,60.4,10.3,55.6826058921189,14.9,45273,51852,15.1,97.8,40.7382091592618,3.64,3.08,89.2400806993948,10.7599193006052,0
6037273700,2013,2799,1394,1405,49.8035012504466,17.8,72.3,9.8,27.9865939974224,11.4,81473,112692,11,94.2,48.8990129081245,2.61,1.92,82.0032573289902,17.9967426710098,0
6037273800,2013,3234,1569,1665,48.5157699443414,16.4,79.8,3.9,43.525367644106,8.8,82549,107807,6.5,96.6,62.2822822822823,2.47,1.74,71.3809206137425,28.6190793862575,0
6037274100,2013,4507,2115,2392,46.9270024406479,17.8,75,7.1,36.4248518280047,3.2,110139,152119,4.8,85.1,52.8619528619529,1.93,2,25.1730103806228,74.8269896193772,1
6037221500,2013,3402,1611,1791,47.3544973544974,28.2,64.6,7.1,67.5056965833633,14.6,23657,38488,42.1,93.8,77.0932069510269,2.92,2.83,71.8557607739666,28.1442392260334,0
6037221710,2013,2849,1366,1483,47.946647946648,25.7,66.6,7.9,68.8444376054064,13.7,19833,34621,43.1,93.3,77.1911298838437,3.57,3.14,79.8301486199575,20.1698513800425,0
6037221900,2013,4003,1782,2221,44.5166125405946,33.8,60.8,5.4,70.8551399340827,13.4,12120,23473,34.1,91.3,83.7301587301587,4.93,2.6,57.9841449603624,42.0158550396376,0
6037222100,2013,3795,1690,2105,44.532279314888,27.9,67.6,4.5,65.2458942405669,11,38487,58710,21.7,92.7,64.043082021541,3.81,3.18,79.9166666666667,20.0833333333333,0
6037222200,2013,4216,2077,2139,49.2647058823529,26,68.8,5.3,59.9192580717174,9.8,30294,44372,32.1,94.8,72.6229508196721,4.42,3.38,93.8963210702341,6.10367892976589,0
6037222500,2013,5115,2600,2515,50.830889540567,34.5,62.2,3.4,59.2631221877272,17.4,30445,45006,30.8,95.5,65.6362329259526,4.6,3.47,87.4603174603175,12.5396825396825,0
6037222700,2013,3682,1731,1951,47.0124932102118,70.3,29.7,0,61.2088375086043,16.1,10833,22103,100,76.9,76.9230769230769,NA,3.31,41.4814814814815,58.5185185185185,1
6037224010,2013,2209,1210,999,54.7759167043911,20.3,68.7,11.1,68.4906246945241,12.8,17254,27004,47.3,84.2,83.6158192090395,NA,2.1,48.1481481481481,51.8518518518518,1
6037224020,2013,2584,1398,1186,54.1021671826625,30.2,67.5,2.1,53.8019750021566,12.3,27585,33591,38.1,83.8,75.0260145681582,3.11,3.21,86.3202545068929,13.6797454931071,0
6037234300,2013,4297,1525,2772,35.4898766581336,21.5,67.2,11.3,21.5560601594143,18.8,31728,46382,20.7,90.8,75.3933037515127,2.19,1.85,99.3848857644991,0.615114235500879,0
6037234600,2013,5005,2397,2608,47.8921078921079,22.7,66,11.2,56.9222026724524,20.2,41113,63829,22.1,93.7,44.3804034582133,3.35,2.69,98.358733880422,1.64126611957796,0
6037234700,2013,3899,1963,1936,50.3462426263144,27.7,61.6,10.6,56.0198223928233,12,34049,46039,23.3,93.7,60.3650586701434,3.64,2.18,94.6786454733932,5.32135452660677,0
6037235100,2013,4752,2100,2652,44.1919191919192,23.4,68,8.7,50.0702521851512,14,65279,77207,6.2,94,27.2375690607735,2.88,2.51,99.2831541218638,0.716845878136201,0
6037265100,2013,2536,1086,1450,42.8233438485804,16.5,49.1,34.3,22.7172252684373,7.1,101447,212482,5.2,92.6,32.3252688172043,2.13,1.3,66.4556962025316,33.5443037974684,0
6037265301,2013,11298,4912,6386,43.476721543636,73.7,26.4,0,65.7455982305398,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6037265303,2013,4926,2397,2529,48.6601705237515,5.5,93.4,0.9,63.6295451199886,13.4,18190,40232,26.7,91.3,86.0759493670886,1.51,3.36,63.5071090047393,36.4928909952607,0
6037265304,2013,3612,1924,1688,53.2668881506091,13.4,86.6,0,58.9342127692974,9.9,14781,26549,0,87.3,86.3921217547001,NA,2.93,58.2836710369487,41.7163289630513,0
6037265305,2013,4644,2739,1905,58.9793281653747,12.2,87.2,0.5,57.5449061925736,12.4,16381,46973,24.6,92.9,88.5359801488834,1.45,2.23,63.3468834688347,36.6531165311653,0
6037265410,2013,1466,717,749,48.9085948158254,25.4,65,9.6,25.8813227145912,5.6,94250,138408,0,89.2,46.242774566474,2.65,2.08,88.2255389718076,11.7744610281924,0
6037237720,2013,3389,1615,1774,47.6541752729419,44.1,53.9,2.3,66.0274623582571,16.8,21903,32261,50.7,92.2,76.2180974477958,5.65,3.94,87.0860927152318,12.9139072847682,0
6037237800,2013,4646,2340,2306,50.365906155833,28.2,61.6,10.1,46.7575364659938,17.3,36537,51171,21,86.4,40.5247813411079,4.03,3.71,84.3347639484979,15.6652360515021,0
6037238000,2013,5704,2416,3288,42.3562412342216,25.8,64.4,9.8,34.8993361613316,20.7,48347,60580,17.6,93.4,35.3641777370591,2.48,3.26,88.0871050384287,11.9128949615713,0
6037238100,2013,5066,2181,2885,43.0517173312278,30.1,58.6,11.2,38.6540227231885,16.7,43563,56131,18.9,93.8,44.474686989657,3.14,2.68,91.2232583653319,8.77674163466813,0
6037238200,2013,5233,2068,3165,39.5184406650105,31.1,58.6,10.3,36.5501182082909,12.5,31913,43019,17.8,86.6,59.8630723149337,3.19,2.31,87.2007366482505,12.7992633517495,0
6037238310,2013,4566,2011,2555,44.0429259745948,39.2,57,3.8,62.7849505255954,19.4,25250,31188,47.3,88.9,77.2663877266388,3.76,3.5,84.9865951742627,15.0134048257373,0
6037238320,2013,3237,1607,1630,49.6447327772629,35.3,60.2,4.4,65.70535367391,12,24111,33962,43.1,86,68.9810640216411,3.51,3.28,63.8670166229221,36.1329833770779,0
6037238400,2013,4588,2028,2560,44.2022667829119,18.9,63.7,17.3,30.7638515698813,20.6,41894,56781,9,92.8,38.5568120624663,2.95,2.18,85.3255069370331,14.6744930629669,0
6037239320,2013,3442,1721,1721,50,33.5,61.5,4.8,62.9106862927483,10,33385,38967,34.3,98.8,70.4728950403691,5.16,3.55,76.7688679245283,23.2311320754717,0
6037211000,2013,4346,2273,2073,52.3009664058905,24.5,64.3,11.1,49.0855220398274,7.2,122672,241706,4.3,94.6,25.5694760820046,2.81,2.03,71.4770797962649,28.5229202037351,0
6037211120,2013,5386,2755,2631,51.1511325659116,12.8,81.8,5.5,59.753064187399,11,45096,56565,11.7,93.5,87.417461482025,2.89,2.04,60.5296881674498,39.4703118325502,0
6037211310,2013,4252,2146,2106,50.4703668861712,25.6,70,4.5,66.3566544745918,13.7,29344,39583,37.1,97.3,93.4025203854707,2.87,3.23,94.7194719471947,5.28052805280528,0
6037211410,2013,2845,1388,1457,48.7873462214411,22.8,69.3,7.8,69.0458455465606,12.6,32799,50147,15.4,94.6,85.4892205638474,3.5,2.3,88.5275519421861,11.4724480578139,0
6037211500,2013,5024,2591,2433,51.5724522292994,22.9,70.8,6.3,66.1443383859386,13.1,47216,103415,9.6,99.2,64.1163793103448,2.8,2.69,84.7799511002445,15.2200488997555,0
6037211701,2013,3150,1488,1662,47.2380952380952,29.4,64.4,6.3,53.2154396573444,12,61250,183303,6.2,92.2,60.6209150326797,3.21,2.56,73.4634146341463,26.5365853658537,0
6037211910,2013,4825,2527,2298,52.3730569948187,23.5,74.1,2.5,69.7269768315928,12.8,39363,44901,27.7,90.3,87.6849894291755,2,2.83,90.5452436194896,9.45475638051044,0
6037212202,2013,3515,1862,1653,52.972972972973,28.2,67.5,4.2,48.4803473833945,13.1,28414,34478,47.9,94.1,88.5151763740771,3.25,3.03,80.0373134328358,19.9626865671642,0
