"GEOID","year","population","male","female","male_ratio","norm_age_0_19","norm_age_20_69","norm_age_70_plus","race_diversity","unemployment_rate","median_income","mean_income","PercFamiliesBelowPovertyline","HU_occupied_perc","rent_rate","HU_avg_HHsize_owner","HU_avg_HHsize_renter","YB_before_1979_pct","YB_1980_2019_pct","dummy_BY_thredhold50perc"
6037113101,2013,3861,1771,2090,45.8689458689459,19.6,63.8,16.5,43.1747864019296,9.1,90286,111862,2.6,100,8.91774891774892,3.14,4.31,84.3525179856115,15.6474820143885,0
6037278001,2013,2311,1235,1076,53.4400692340978,25.4,67.3,7.4,44.0744985555321,6.2,69457,83169,12.9,90,42.4390243902439,2.66,2.31,78.8519637462236,21.1480362537764,0
6037104403,2013,3268,1714,1554,52.4479804161567,35.3,60.7,3.9,50.8394520359137,14.9,44858,56557,22.5,94.8,40.7692307692308,5.05,5.65,90.6766917293233,9.32330827067669,0
6037108201,2013,5582,2384,3198,42.7087065567897,28.1,62.7,9.3,62.3338876136263,4.8,90500,115148,3.6,100,15.6739811912226,2.82,3.46,1.46182999458581,98.5381700054142,1
6037117101,2013,5124,2660,2464,51.9125683060109,27.6,67.2,5.2,67.5679830294565,10.4,79777,86682,13.3,93.1,29.7687861271676,3.82,4.29,19.3259972489684,80.6740027510316,1
6037117201,2013,5052,2597,2455,51.4053840063341,37.5,56.9,5.6,63.6000715284713,9.5,41645,52832,28.7,94.4,69.2626346313173,3.81,4.51,64.5799011532125,35.4200988467875,0
6037117407,2013,3484,1778,1706,51.0332950631458,40.2,58.4,1.4,53.9570758764686,9.1,28013,34651,43,89.2,87.6391982182628,1.5,4.4,69.5516162669447,30.4483837330553,0
6037117408,2013,3269,1832,1437,56.0416029366779,40.9,58.5,0.7,58.6076588653518,11.3,28417,39604,35.1,98.7,79.7566371681416,4.79,3.4,84.8484848484848,15.1515151515152,0
6037119342,2013,3511,1846,1665,52.5776132156081,33.5,64.1,2.2,65.4863369962865,10.3,38750,55356,29,99,48.2444733420026,4.26,4.99,45.5145118733509,54.4854881266491,1
6037120103,2013,3497,1865,1632,53.3314269373749,42.6,57.5,0,55.0738821109707,11.7,27167,31623,47.2,100,96.7857142857143,4.33,4.16,81.0141509433962,18.9858490566038,0
6037700102,2013,3763,1703,2060,45.2564443263354,8.1,70.8,21.1,33.1106923935724,5.9,24806,55445,3.5,94.2,84.1468502294535,2.08,1.59,86.1966604823748,13.8033395176252,0
6037800203,2013,5252,2798,2454,53.2749428789033,25.4,66.9,7.8,23.935943743768,8.2,140048,252401,6.8,95.1,22.6957383548067,2.93,2.12,37.6410256410256,62.3589743589744,1
6037274202,2013,3847,1843,2004,47.9074603587211,8.5,76.3,15,21.4283827144719,7.8,111675,167763,1.9,79.8,42.3218221895665,1.87,1.68,69.035984007108,30.964015992892,0
6037113102,2013,2945,1471,1474,49.9490662139219,21.8,64.7,13.5,39.3795705650566,12.6,115294,143453,2.2,97.6,3.17948717948718,3.06,3.35,93.1702344546381,6.82976554536187,0
6037115404,2013,2889,1654,1235,57.251644167532,29.4,62.6,7.9,58.135818164674,13.3,37556,64375,15.6,89.6,44.2437923250564,3.42,3.68,83.953488372093,16.046511627907,0
6037117202,2013,2514,1250,1264,49.7215592680986,23.9,66.8,9.2,61.4252152939561,11.1,91453,107048,1.4,94.1,7.86838340486409,3.54,5.75,71.1302211302211,28.8697788697789,0
6037119001,2013,3849,1818,2031,47.2330475448168,27.2,64.4,8.4,50.2641513713211,10.9,61250,68353,6,94.6,17.910447761194,3.87,4.77,92.0523138832998,7.9476861167002,0
6037119002,2013,6998,3596,3402,51.3861103172335,28.1,63.9,8.1,52.1306132377184,11.9,55991,65387,18.9,100,33.2423208191126,4.87,4.58,86.1175115207373,13.8824884792627,0
6037119202,2013,4270,2096,2174,49.0866510538642,27.8,66.2,5.9,61.9324517767333,16.7,61995,67335,15.9,86.3,22.3735408560311,5.07,4.01,93.1818181818182,6.81818181818182,0
6037121801,2013,3761,1982,1779,52.6987503323584,26.8,70.5,2.6,60.2378586934675,16.7,36406,46847,22.4,89.4,65.3027823240589,3.92,3.27,80.106100795756,19.893899204244,0
6037121802,2013,3297,1706,1591,51.7440097057931,21.5,70.8,7.5,57.9051055964057,19.6,56221,66535,8.3,96.7,18.9041095890411,3.77,4.38,93.4782608695652,6.52173913043478,0
6037123901,2013,4481,2381,2100,53.1354608346351,29.5,65,5.5,57.0709097764615,8.3,43929,59175,19.1,96.8,64.5307443365696,3.49,2.74,80.0131492439185,19.9868507560815,0
6037125402,2013,3892,1938,1954,49.7944501541624,10.9,84.3,4.7,42.5641075746069,9.8,73398,86145,3.7,94.9,68.1796233703525,2.16,1.91,53.2114624505929,46.7885375494071,0
6037543400,2013,4206,2026,2180,48.1692819781265,25.1,64,10.7,77.9188596595358,12,80083,84828,11.4,97.8,20.7991803278689,4.21,5.07,98.5324947589098,1.46750524109015,0
6037543501,2013,6841,3407,3434,49.8026604297617,23.4,64.9,11.7,66.7856457025483,8.1,66042,73594,14,96.1,35.2885073915117,3.42,3.15,61.5269461077844,38.4730538922156,0
6037543502,2013,3959,1938,2021,48.9517554938116,23.5,67,9.5,66.0937402005311,10.3,67200,80325,11,88.3,25.1798561151079,2.66,3.6,80.3108808290155,19.6891191709845,0
6037302401,2013,5737,2849,2888,49.6601010981349,19.4,71.1,9.6,45.2242444354113,15.3,34107,44360,20.9,97.8,87.5840430300314,3.46,2.46,71.8835304822566,28.1164695177434,0
6037120104,2013,2674,1236,1438,46.2228870605834,33.1,64,3,70.7089069009364,15.7,35678,45422,25.8,98.7,92.6923076923077,5.13,3.37,48.9637305699482,51.0362694300518,1
6037120107,2013,3742,1843,1899,49.2517370390166,35,63.6,1.5,59.4866911517062,12.2,25000,34280,48.6,96.3,88.133971291866,2.99,3.79,87.6373626373626,12.3626373626374,0
6037120108,2013,4613,2362,2251,51.2031216128333,31.3,64.7,3.8,61.4235803029629,16.4,34044,41817,31.3,94.2,58.4764749813294,4.2,3.32,72.3451327433628,27.6548672566372,0
6037121101,2013,3039,1482,1557,48.7660414610069,24.6,67,8.4,44.7024266416589,11.3,52891,57666,24.9,94.5,56.1151079136691,3.73,3,66.5587918015103,33.4412081984898,0
6037121221,2013,2135,1123,1012,52.599531615925,24.8,67.7,7.3,52.2101914670733,16.1,53023,65434,8.1,92.9,23.9488117001828,4.71,2.74,90.5222437137331,9.47775628626692,0
6037121222,2013,4537,2293,2244,50.5400044081992,37.6,56.9,5.5,33.8157754556382,10.4,38333,48023,31.1,95.8,68.2182985553772,3.49,3.92,69.376026272578,30.623973727422,0
6037124103,2013,2023,1047,976,51.7548195748888,26.1,72.2,1.5,67.4536942804804,17.4,43231,49889,24.6,96.4,60.5815831987076,3.4,3.38,90.1800327332242,9.81996726677578,0
6037124105,2013,2598,1393,1205,53.6181678214011,22.9,74.4,2.8,49.6064065388132,25.1,35521,50886,40.4,93,73.224043715847,3.55,2.92,75.5651237890204,24.4348762109795,0
6037124203,2013,2659,1328,1331,49.943587814968,27.4,67.5,5.1,57.6460256671552,22.4,40139,49643,24.6,92,70.6915477497256,4.16,2.88,88.0835380835381,11.9164619164619,0
6037124903,2013,3383,1664,1719,49.187112030742,10.1,80,9.7,40.5165575054071,21,48804,52237,7.5,95.5,82.9663962920046,1.85,1.95,76.6511007338225,23.3488992661775,0
6037127604,2013,2922,1228,1694,42.0260095824778,27.8,60.4,11.8,60.1988923978729,9.7,22323,38927,24.7,90.8,76.4419171405361,3.42,2.46,64.8379052369077,35.1620947630923,0
6037127606,2013,3738,1656,2082,44.3017656500803,30.6,66.5,2.8,65.677791547541,8.4,45190,72548,14.4,100,63.764291996482,3.63,3.08,77.1304347826087,22.8695652173913,0
6037127712,2013,2729,1287,1442,47.1601319164529,27.6,65.7,6.7,63.1713631568212,12.2,27837,37291,25.4,96.7,76.0204081632653,2.26,2.44,68.5788787483703,31.4211212516297,0
6037131701,2013,4869,2166,2703,44.4855206407887,26.8,66.8,6.6,51.6756181813588,10.2,53259,68737,20.4,92.3,54.0281690140845,2.98,2.96,57.8774617067834,42.1225382932166,0
6037134521,2013,2477,1290,1187,52.079127977392,32.1,67.6,0.2,49.7521566600044,3.4,40515,50099,25.2,96.9,73.5211267605634,4.69,3.25,60.4298356510746,39.5701643489254,0
6037135113,2013,2928,1628,1300,55.6010928961749,26.3,66.3,7.4,67.8168111170832,1.3,75536,78323,9.7,87.1,78.8694481830417,1.16,2.38,61.7081850533808,38.2918149466192,0
6037135114,2013,4366,1915,2451,43.8616582684379,16.1,66.2,17.8,64.7482661275684,11,54087,67155,6,84.9,71.9409282700422,1.64,1.84,81.2818645302258,18.7181354697742,0
6037137103,2013,4390,2041,2349,46.4920273348519,19.9,75,5.1,54.7333399058743,3.2,74821,92470,3.3,85.3,40.597609561753,1.77,2.36,34.7807933194155,65.2192066805845,1
6037980020,2013,0,0,0,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6037670001,2013,3587,1729,1858,48.2018399776972,22.6,66.2,11.2,46.8931227897663,7.2,66786,85520,5.7,91.1,35.4767184035477,2.86,2.81,74.8246297739673,25.1753702260327,0
6037670002,2013,4091,2028,2063,49.5722317281838,33.2,61.5,5.3,46.4604292913103,6,60192,68258,4.5,95.6,61.9486504279131,2.74,2.84,78.2246879334258,21.7753120665742,0
6037670100,2013,6718,3035,3683,45.1771360523965,24.8,66.5,8.6,64.6550779007596,4.1,64527,82184,8.1,98,54.4636678200692,2.47,2.27,80.4525222551929,19.5474777448071,0
6037206032,2013,5212,2376,2836,45.5871066768995,34.8,54.8,10.6,64.8153885389935,13.4,23053,33232,28.2,94.9,83.3333333333333,3.95,3.09,53.7805571347356,46.2194428652644,0
6037208302,2013,4718,2425,2293,51.398897838067,27.8,67.4,5,52.4134658045698,21.3,30837,37087,23.4,97.9,91.9185687847008,4.18,2.83,65.438919582566,34.561080417434,0
6037208401,2013,5093,2698,2395,52.9746711172197,30,62.9,7,54.0409409911827,14.5,26034,32808,31.7,100,97.5359342915811,3.94,3.47,48.9108910891089,51.0891089108911,1
6037208402,2013,3170,1792,1378,56.5299684542587,26.4,69.4,4.1,62.048562529232,19.2,40417,48453,26,100,87.0779976717113,3.53,3.71,60.125786163522,39.874213836478,0
6037208502,2013,3714,1801,1913,48.4921917070544,32.2,63.2,4.7,66.295354810235,15.3,25034,33999,35.7,93.3,89.2015209125475,4.94,2.9,81.5489749430524,18.4510250569476,0
6037208801,2013,3271,1711,1560,52.3081626413941,20.7,67.1,12.2,68.8646070388163,10.6,21697,28478,37.5,93.9,93.8791124713083,NA,2.59,74.806800618238,25.193199381762,0
6037209103,2013,3435,1930,1505,56.1863173216885,36.4,62.4,1.4,41.7335375840362,5.8,19136,26799,62.8,93.8,93.8095238095238,NA,3.49,84.8731884057971,15.1268115942029,0
6037209104,2013,2119,1204,915,56.8192543652666,25.1,69.2,5.7,61.6847369170059,10,17606,22330,54.4,90.7,90.7348242811502,NA,2.38,56.5635005336179,43.4364994663821,0
6037320201,2013,3188,1698,1490,53.2622333751568,36.4,60.6,2.9,42.6233727796678,12.6,41311,51643,6.6,87.5,58.5689045936396,3.86,2.9,65.661252900232,34.338747099768,0
6037320202,2013,6244,3063,3181,49.0550928891736,28,64.4,7.6,51.9722405642665,12.2,60833,75657,3.7,99.5,39.0862944162437,3.64,4.4,90.3606102635229,9.63938973647712,0
6037120105,2013,2991,1505,1486,50.3176195252424,32.9,57.5,9.5,66.4154058073027,26.1,31264,41293,27.1,98.1,58.8963963963964,4,3.06,88.9400921658986,11.0599078341014,0
6037139401,2013,2961,1357,1604,45.8291117865586,21.6,69.4,9,51.5212909099391,5.8,57880,65261,8.2,91.9,69.713400464756,2.83,2.35,60.8429118773946,39.1570881226054,0
6037543905,2013,4611,2498,2113,54.1747993927565,37.8,57.4,4.9,69.3932046837541,21.5,53583,77116,15.2,97.2,37.4619289340102,4.21,5.79,85.5460385438972,14.4539614561028,0
6037544002,2013,2738,1370,1368,50.036523009496,27.9,62.8,9.3,63.597017545451,7.7,76691,95476,1.1,96.4,17.1704957678356,3.55,2.93,89.1089108910891,10.8910891089109,0
6037980022,2013,0,0,0,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6037980024,2013,153,67,86,43.7908496732026,24.2,58.2,17.6,73.8006749540775,4.9,204188,215825,0,94,0,2.43,NA,80,20,0
6037980026,2013,78,53,25,67.948717948718,84.6,15.4,0,58.7442472057857,0,NA,NA,0,100,0,2.08,NA,0,100,1
6037211201,2013,2921,1518,1403,51.9685039370079,24.7,70.5,4.8,61.4549917190572,6,32705,40386,32,93.5,89.6800825593395,2.81,3.18,86.6513233601841,13.3486766398159,0
6037212502,2013,2963,1563,1400,52.7505906176173,18.5,74.1,7.3,67.2050804562378,6.8,42500,63903,12.9,89.6,83.9766933721777,2.35,2.39,74.0300870942201,25.9699129057799,0
6037212702,2013,3733,1995,1738,53.4422716313957,20.1,70.5,9.4,65.723114891984,10.1,70833,116853,6.6,96.2,48.4848484848485,2.66,2.2,82.8394210889042,17.1605789110958,0
6037543503,2013,5287,2615,2672,49.4609419330433,18.1,67.4,14.6,74.3505997649072,7.5,63668,77417,7.8,93.3,29.5258620689655,2.86,2.54,76.5237020316027,23.4762979683973,0
6037214501,2013,2792,1362,1430,48.7822349570201,16.4,76,7.6,51.160653442911,5.6,90089,103102,7.1,92.8,90.3284671532847,1.35,1.84,60.7549857549858,39.2450142450142,0
6037215101,2013,2370,1239,1131,52.2784810126582,9.3,86.5,4.2,57.3070198864142,12.1,51288,66424,26.3,88.9,87.19723183391,1.53,1.54,51.9906323185012,48.0093676814988,0
6037216401,2013,4856,2260,2596,46.5403624382208,18.5,71.1,10.3,39.34576936021,5.3,57083,80555,12,93.6,80.4060017652251,3.38,2.08,73.9900387382402,26.0099612617598,0
6037216402,2013,2788,1411,1377,50.609756097561,8.6,81.1,10.5,41.8263401871929,12,60365,79971,1.3,93.8,81.7161716171617,2.43,1.85,76.9352290679305,23.0647709320695,0
6037217001,2013,2612,1240,1372,47.4732006125574,30.9,59.9,9.3,39.6424559519147,11.8,71518,111437,8.2,93.6,60,3.52,1.9,83.8983050847458,16.1016949152542,0
6037218701,2013,2099,1075,1024,51.2148642210576,22.2,70.8,7,67.5610178489678,12.2,41685,59223,17,88.6,51.4444444444444,3.07,2.3,87.1444823663254,12.8555176336746,0
6037218702,2013,2305,1109,1196,48.1127982646421,28.7,63.8,7.4,58.6810715176383,22.2,39094,45578,26.5,95.5,73.5399284862932,3.13,2.74,89.2344497607656,10.7655502392345,0
6037219902,2013,4017,1886,2131,46.9504605426935,23.1,67.2,9.5,66.1760829890937,12.7,40273,49590,10.6,94.4,49.2248062015504,3.88,2.76,87.9692832764505,12.0307167235495,0
6037221304,2013,3732,1658,2074,44.4265809217578,30.6,63.5,6.1,72.699439625314,13.6,25459,35026,29.3,98.1,91.7989417989418,2.73,3.28,67.9543459174715,32.0456540825285,0
6037221401,2013,3317,1376,1941,41.483268013265,23.4,53.8,22.6,69.3316939467061,20.4,19943,35972,33.1,95.4,81.4152966404575,2.72,2.19,88.3589329021827,11.6410670978173,0
6037122122,2013,2118,938,1180,44.2870632672332,24.9,68.3,7,41.0302537448249,19.1,26890,41586,22.7,89.4,67.7991137370753,4.1,3.19,60.8763693270736,39.1236306729264,0
6037127805,2013,4447,2425,2022,54.5311445918597,27.4,64.8,7.8,69.5244680002724,10.4,42056,64894,19.3,95.3,71.7770034843206,4.46,3.58,77.6282590412111,22.3717409587889,0
6037183103,2013,3834,1858,1976,48.4611371935316,27.7,66.5,5.8,72.9486659324948,9.9,51185,61862,7.6,94.1,81.5269256987048,2.63,2.8,85.2941176470588,14.7058823529412,0
6037183104,2013,2062,1115,947,54.0737148399612,23.9,63.9,12,58.7220979885433,10.7,77454,79288,3.6,97,31.5584415584416,2.73,2.81,87.6140808344198,12.3859191655802,0
6037543602,2013,7701,3562,4139,46.253733281392,23.9,64.4,11.8,74.2128967309402,11.4,61703,80542,7.8,93.1,27.493652520856,2.87,2.9,73.8522238163558,26.1477761836442,0
6037543603,2013,3634,1674,1960,46.0649422124381,14.3,66.1,19.5,68.7754979647062,9.3,64545,81981,0.6,97.5,2.35294117647059,2.46,1.14,73.8726790450928,26.1273209549072,0
6037543604,2013,5946,3104,2842,52.2031617894383,24.3,66,9.6,69.9287307032493,17,91250,92503,10.7,96.6,15.3295128939828,4.4,4.16,87.1532846715328,12.8467153284672,0
6037543703,2013,3623,1734,1889,47.8608887662158,24.1,67.3,8.6,68.8689102476442,15.1,82530,89500,3.3,98.5,19.8537095088819,3.95,3.29,89.9669239250276,10.0330760749724,0
6037186301,2013,2648,1412,1236,53.3232628398791,27,68.5,4.6,57.0713175765099,3.6,50819,66792,21.2,90.2,56.421052631579,2.74,3.3,76.0416666666667,23.9583333333333,0
6037206031,2013,3040,1745,1295,57.4013157894737,7,90.9,2,65.5318775969529,10.3,67542,85706,12,86.8,52.421500798297,1.71,1.62,53.2687651331719,46.7312348668281,0
6037572301,2013,3640,1877,1763,51.5659340659341,34.7,58.9,6.4,74.2808235720324,19.6,45895,56184,18.4,98.4,55.4884189325277,3.88,3.6,79.059829059829,20.9401709401709,0
6037572800,2013,1072,551,521,51.3992537313433,42.6,54.5,2.9,75.9493692916017,49.4,17375,21539,30,95.2,95.1890034364261,NA,2.52,39.6551724137931,60.3448275862069,1
6037980010,2013,137,60,77,43.7956204379562,13.1,75.3,11.7,55.8260962224945,29.3,19219,46168,26.7,71.6,47.7272727272727,1.62,2.12,53.5714285714286,46.4285714285714,0
6037980013,2013,0,0,0,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6037980014,2013,102,93,9,91.1764705882353,0,100,0,0,73.3,33839,49988,0,80.5,56.0975609756098,NA,4,100,0,0
6037222002,2013,4622,2202,2420,47.6417135439204,26.3,66.3,7.1,68.3949788801924,19,40253,47670,13.4,89,50.9846827133479,3.66,3.87,96.8171724648409,3.18282753515914,0
6037226001,2013,1988,1080,908,54.3259557344064,32.2,61.3,6.6,52.8000497957564,6,33233,37128,24.3,99,79.8755186721992,3.62,4.29,83.1918505942275,16.8081494057725,0
6037226002,2013,1429,1005,424,70.3289013296011,15.9,80.9,2.9,65.1325805897139,8.8,26991,47166,30.4,74.5,63.5761589403974,1.45,1.87,91.5162454873646,8.48375451263538,0
6037221402,2013,3162,1564,1598,49.4623655913978,19.7,69.9,10.4,71.5245597126856,13.1,39821,56302,25.7,99.3,81.4659685863874,3.18,3.05,95.2008928571429,4.79910714285714,0
6037207101,2013,2934,1453,1481,49.5228357191547,15.6,67.4,17,59.236653316847,9.1,19797,36377,39,79,76.9326683291771,2.21,2.32,20.9328782707622,79.0671217292378,1
6037207102,2013,2295,1051,1244,45.7952069716776,21.6,51.7,26.9,28.1145048675486,11,12647,23332,46.4,92.4,90.64039408867,2.94,2.43,23.2515894641235,76.7484105358765,1
6037207301,2013,4356,2590,1766,59.4582185491276,1.2,92.3,6.4,65.9315839756611,13.5,21745,41618,0,89.2,73.3622089875474,1.51,1.28,96.9519015659955,3.04809843400447,0
6037207502,2013,2281,992,1289,43.489697501096,2.5,54.2,43.2,56.3878529937088,2.3,23004,52485,7.3,86.4,86.4004044489383,NA,1.33,25.8585858585859,74.1414141414141,1
6037211703,2013,5184,2595,2589,50.0578703703704,19.5,73.8,6.7,67.0821262121818,10.2,34907,43502,15.4,93,82.3556797020484,2.39,2.61,79.848628192999,20.1513718070009,0
6037212701,2013,2390,1107,1283,46.3179916317992,18.2,66.7,14.9,62.516307487614,5.2,50243,60863,13,95.1,57.2319201995013,3.24,2.72,81.6120906801008,18.3879093198992,0
6037650101,2013,5634,2626,3008,46.6098686545971,18.9,60.4,20.7,56.269380500685,10.2,79286,86365,2,95.6,17.59047182776,2.58,3.14,87.63723150358,12.36276849642,0
6037650200,2013,5981,3138,2843,52.4661427854874,25.7,65.4,8.8,64.9220161900971,8.6,91287,96174,4.5,94.9,22.4120603015075,2.97,3.75,92.664907651715,7.33509234828496,0
6037603001,2013,6990,3084,3906,44.1201716738197,29,61.4,9.4,76.0690870464858,12.8,40500,55089,23.2,94.4,60.596421471173,2.53,3.08,70.1776125567947,29.8223874432053,0
6037575500,2013,40,13,27,32.5,20,62.5,17.5,49.5,0,NA,NA,0,100,100,NA,3.25,60.9756097560976,39.0243902439024,0
6037603101,2013,4494,2169,2325,48.2643524699599,23.1,67.3,9.8,75.5580253471523,7.4,59044,68755,21.6,97.7,62.6412849494349,2.89,2.61,74.9486652977413,25.0513347022587,0
6037603200,2013,3252,1694,1558,52.0910209102091,18.4,66.1,15.6,69.4608219144922,12.3,53875,67582,4.4,100,30.1194539249147,2.75,2.84,63.8532110091743,36.1467889908257,0
6037219700,2013,4304,2124,2180,49.3494423791822,20.8,73.2,5.9,68.5254207204157,13.6,49293,55378,11.2,93,53.7086092715232,3.47,2.74,83.2244008714597,16.7755991285403,0
6037221820,2013,3298,1493,1805,45.2698605215282,7.5,88.5,3.9,63.52231776908,10.2,20492,27867,45.7,95.6,92.5330812854442,6.16,2.96,70.4595185995624,29.5404814004376,0
6037242000,2013,3713,1614,2099,43.4688930783733,37.8,58.4,3.8,65.7679335291258,16.5,33718,41980,28.4,90,52.6610644257703,4.03,3.72,80.2607076350093,19.7392923649907,0
6037264000,2013,3249,1636,1613,50.3539550630963,21.8,63.8,14.4,18.3250077373051,11.1,166058,321641,4,93.1,20.2662721893491,2.66,2.3,86.2944162436548,13.7055837563452,0
6037264301,2013,4831,2158,2673,44.6698406127096,7.4,86.1,6.6,30.9558417076357,4.3,81980,121862,4.8,92,71.2864934231633,1.6,1.71,58.9093214965124,41.0906785034876,0
6037264302,2013,5499,2199,3300,39.9890889252591,9.5,78.4,11.9,27.7519617794252,7.5,89613,135177,6.4,90.6,54.1315871531026,1.94,1.86,71.3842975206611,28.6157024793388,0
6037267502,2013,3095,1515,1580,48.9499192245557,12.5,82.1,5.3,56.9465263949097,3.9,61650,83242,11,94.4,70.0708382526564,2.45,1.76,62.0711166562695,37.9288833437305,0
6037463800,2013,3741,1844,1897,49.2916332531409,17.5,69.1,13.4,43.5718950108256,9.3,151438,198908,0,96.6,6.18738951090159,2.29,1.72,95.4971857410882,4.50281425891182,0
6037271500,2013,3064,1361,1703,44.4190600522193,22.2,64.9,12.9,36.2795608395994,4.6,86875,121157,0,93.7,39.900779588944,2.42,2.14,87.1504157218443,12.8495842781557,0
6037271701,2013,5917,3124,2793,52.797025519689,18.7,74.8,6.6,49.581780114181,7.8,79345,91837,5.2,91.6,73.2499154548529,2.66,2.06,82.5,17.5,0
6037271802,2013,6547,3435,3112,52.4667786772568,15.6,78.5,5.8,58.2818472597327,9.2,55374,66043,6.2,98.9,85.3141831238779,2.76,2.28,69.3822393822394,30.6177606177606,0
6037272301,2013,3159,1579,1580,49.9841722063944,15.4,76.2,8.3,50.4001039754267,8,83850,100448,5.3,94.9,49.1391678622669,2.39,2.15,71.6937354988399,28.3062645011601,0
6037272302,2013,4141,2223,1918,53.6826853417049,19.4,72.8,7.9,56.5875748729537,4.8,47722,55618,12.7,96.2,84.1362530413625,1.62,2.16,73.2249322493225,26.7750677506775,0
6037273100,2013,2047,1176,871,57.4499267220322,12.9,77.2,9.9,30.8202765064941,4.9,101250,111651,0,58.8,16.3719711853307,2.18,2.53,86.8576242628475,13.1423757371525,0
6037273200,2013,3625,1809,1816,49.9034482758621,18.8,76,5.1,43.1623762187872,12.5,80223,108225,16.7,91,68.7682428488033,1.86,2.46,80.3524804177546,19.6475195822454,0
6037273300,2013,3779,1839,1940,48.663667636941,22.5,74.8,2.5,45.746115372337,10.2,76649,111158,14.5,90.8,72.0271800679502,2.84,2.22,73.7449118046133,26.2550881953867,0
6037273600,2013,2318,1227,1091,52.9335634167386,19.2,74.2,6.7,27.7244671814758,10.4,98108,155090,13.1,93.5,49.2206726825267,2.31,1.76,81.0328638497653,18.9671361502347,0
6037480803,2013,3545,1813,1732,51.1424541607898,19.8,71.6,8.7,60.5005082746314,7.8,69777,92835,2.4,90.7,32.5740318906606,2.98,2.88,89.0272373540856,10.9727626459144,0
6037232120,2013,5254,2597,2657,49.42900647126,38.1,58.4,3.5,57.5127562461157,17.7,28826,35732,38.2,91.8,72.9508196721311,5.81,3.86,92.5595238095238,7.44047619047619,0
6037481901,2013,5721,2853,2868,49.8689040377556,18.5,68.9,12.7,64.5179547312802,7.1,68731,86201,7.5,98.7,35.2854330708661,2.94,2.68,95.5770208439248,4.42297915607524,0
6037482001,2013,2757,1474,1283,53.4639100471527,17.5,58.1,24.3,42.3251317022164,15.8,92407,111558,9.2,97.6,18.0392156862745,2.96,1.85,95.33527696793,4.66472303206997,0
6037294830,2013,4073,2051,2022,50.3560029462313,40.6,54.1,5.2,45.0368667714047,15.8,30227,40150,39,95.8,72.4899598393574,4.05,4.31,72.5433526011561,27.4566473988439,0
6037106603,2013,3200,1541,1659,48.15625,25.6,64.3,10,54.33529296875,9.4,99625,114669,0,99.5,11.1881188118812,3.01,4.12,70.0915564598169,29.9084435401831,0
6037134424,2013,2837,1440,1397,50.7578427916813,21.7,71.8,6.5,44.9245822456141,7,139537,159817,0,100,0.309278350515464,2.93,NA,0.93071354705274,99.0692864529473,1
6037113235,2013,1637,890,747,54.3677458766035,19.8,72.4,7.8,22.4317842321484,10.5,74412,78295,8.1,85.5,28.2471626733922,2.35,2.54,52.4613220815752,47.5386779184248,0
6037602200,2013,7599,3983,3616,52.4147914199237,28.8,65.6,5.5,56.196103264777,9.7,57023,73043,10.5,96.3,48.6290936785986,3.33,2.69,74.9800159872102,25.0199840127898,0
6037532302,2013,4598,2411,2187,52.4358416702914,32.9,59.3,8,48.5899556154774,15.2,47553,49685,14.6,94.8,48.82096069869,4.54,3.69,88.5840707964602,11.4159292035398,0
6037541002,2013,3037,1470,1567,48.4030293052354,24.2,57.4,18.6,64.8704394240326,15.3,44154,68511,4.9,100,8.96091515729266,2.69,4.36,85.9470468431772,14.0529531568228,0
6037650902,2013,6891,3485,3406,50.5732114352053,23,70.5,6.5,67.9310551277337,5.3,76117,82387,7.3,93.5,44.2867281760114,2.46,2.74,62.8375808292126,37.1624191707874,0
6037651001,2013,5810,2857,2953,49.1738382099828,26.5,62.9,10.6,59.4616498943895,7.8,68388,87249,5.5,93.9,22.9614807403702,3.02,3.23,85.6664807585053,14.3335192414947,0
6037532700,2013,2742,1530,1212,55.7986870897155,36.6,58.1,5.2,46.4800459236631,8.9,32949,43111,28.5,93.5,61.9548872180451,4.75,4.24,83.068017366136,16.931982633864,0
6037189600,2013,3524,2104,1420,59.7048808172531,7.9,87.6,4.6,46.3042622600208,12.4,53234,90837,0,90.5,58.7677725118483,1.98,1.48,82.4412206103052,17.5587793896948,0
6037189400,2013,3376,1607,1769,47.6007109004739,12.3,79.1,8.8,30.1456580883179,11.7,91818,135704,4.3,88.7,44.5534838076546,2.06,1.67,94.2874692874693,5.71253071253071,0
6037181400,2013,4778,2215,2563,46.3583089158644,21.5,69.3,9.2,60.6650212945794,6.3,60481,76109,10.2,94.9,69.6009389671361,3.04,2.75,68.156766687079,31.843233312921,0
6037137504,2014,1823,899,924,49.3143170597915,18.9,67.1,13.9,7.58023054593752,10.7,146563,211101,1,91.4,5.06329113924051,2.8,2.89,91.8454935622318,8.15450643776824,0
6037138000,2014,4558,2477,2081,54.3440105309346,19.5,69.5,11.1,20.5147404396862,9.1,106487,139999,5,95,16.6229680125852,2.46,2.8,80.1000555864369,19.8999444135631,0
6037139200,2014,5417,2563,2854,47.3140114454495,23.3,72.9,3.8,41.1074005902898,11.9,73380,88502,5.6,90.1,45.6574675324675,2.84,2.05,78.1144781144781,21.8855218855219,0
